sentence1	sentence2	heuristic	gold_label	data	
De leerlingen achter de hardlopers vangen de fietsers 	De leerlingen vangen de fietsers 	ENTAILMENT	lexical_overlap	TEST
De boa's naast de fotografen zagen de motorrijders 	De boa's zagen de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De spelers dichtbij de soldaten breken de motorrijders 	De spelers breken de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De jongens naast de soldaten snuffelen de studenten 	De jongens snuffelen de studenten 	ENTAILMENT	lexical_overlap	TEST
De vrouwen naast de studenten telefoneren de klimmers 	De vrouwen telefoneren de klimmers 	ENTAILMENT	lexical_overlap	TEST
De spelers achter de klimmers vangen de boa's 	De spelers vangen de boa's 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen dichtbij de klimmers knuffelen de spelers 	De jongvolwassenen knuffelen de spelers 	ENTAILMENT	lexical_overlap	TEST
De studenten achter de spelers schoppen de jongens 	De studenten schoppen de jongens 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen voor de motorrijders breken de fotografen 	De jongvolwassenen breken de fotografen 	ENTAILMENT	lexical_overlap	TEST
De dochters achter de leerlingen zagen de fietsers 	De dochters zagen de fietsers 	ENTAILMENT	lexical_overlap	TRAIL
De dochters naast de hardlopers verlaten de jongvolwassenen 	De dochters verlaten de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De vrouwen achter de fietsers knuffelen de fotografen 	De vrouwen knuffelen de fotografen 	ENTAILMENT	lexical_overlap	TEST
De fietsers naast de spelers knuffelen de jongens 	De fietsers knuffelen de jongens 	ENTAILMENT	lexical_overlap	TEST
De fietsers voor de hardlopers gooien de mimespelers 	De fietsers gooien de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De leerlingen dichtbij de soldaten worstelen de klimmers 	De leerlingen worstelen de klimmers 	ENTAILMENT	lexical_overlap	TEST
De leerlingen dichtbij de fotografen zagen de soldaten 	De leerlingen zagen de soldaten 	ENTAILMENT	lexical_overlap	TEST
De soldaten dichtbij de leerlingen knuffelen de mannen 	De soldaten knuffelen de mannen 	ENTAILMENT	lexical_overlap	TEST
De leerlingen voor de boa's telefoneren de jongens 	De leerlingen telefoneren de jongens 	ENTAILMENT	lexical_overlap	TEST
De boa's voor de vrouwen gooien de motorrijders 	De boa's gooien de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De motorrijders naast de spelers trouwen de leerlingen 	De motorrijders trouwen de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De boa's achter de vrouwen trouwen de studenten 	De boa's trouwen de studenten 	ENTAILMENT	lexical_overlap	TRAIL
De motorrijders naast de fietsers gooien de mimespelers 	De motorrijders gooien de mimespelers 	ENTAILMENT	lexical_overlap	TRAIN
De fotografen voor de mimespelers worstelen de leerlingen 	De fotografen worstelen de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De mimespelers achter de dochters knuffelen de fietsers 	De mimespelers knuffelen de fietsers 	ENTAILMENT	lexical_overlap	TEST
De hardlopers achter de mannen telefoneren de leerlingen 	De hardlopers telefoneren de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De dochters dichtbij de fotografen vangen de mimespelers 	De dochters vangen de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De boa's achter de soldaten breken de fietsers 	De boa's breken de fietsers 	ENTAILMENT	lexical_overlap	TEST
De vrouwen en de fotografen knuffelen de hardlopers 	De vrouwen knuffelen de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De fotografen verpletteren de mannen en de leerlingen 	De fotografen verpletteren de leerlingen 	ENTAILMENT	lexical_overlap	TRAIN
De leerlingen trekken de fotografen en de fietsers 	De leerlingen trekken de fietsers 	ENTAILMENT	lexical_overlap	TEST
De spelers en de fietsers borstelen de fotografen 	De spelers borstelen de fotografen 	ENTAILMENT	lexical_overlap	TEST
De fietsers trekken de vrouwen en de jongens 	De fietsers trekken de jongens 	ENTAILMENT	lexical_overlap	TEST
De boa's en de mannen knuffelen de leerlingen 	De boa's knuffelen de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De klimmers vangen de spelers en de fietsers 	De klimmers vangen de fietsers 	ENTAILMENT	lexical_overlap	TEST
De vrouwen trouwen de jongens en de spelers 	De vrouwen trouwen de spelers 	ENTAILMENT	lexical_overlap	TEST
De hardlopers en de fotografen trekken de spelers 	De hardlopers trekken de spelers 	ENTAILMENT	lexical_overlap	TEST
De fotografen trouwen de jongvolwassenen en de soldaten 	De fotografen trouwen de soldaten 	ENTAILMENT	lexical_overlap	TRAIN
De vrouwen gooien de studenten en de spelers 	De vrouwen gooien de spelers 	ENTAILMENT	lexical_overlap	TEST
De fietsers en de mimespelers ontwijken de vrouwen 	De fietsers ontwijken de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De boa's zagen de klimmers en de studenten 	De boa's zagen de studenten 	ENTAILMENT	lexical_overlap	TEST
De mimespelers en de dochters voeren de soldaten 	De mimespelers voeren de soldaten 	ENTAILMENT	lexical_overlap	TEST
De dochters en de fietsers leren de klimmers 	De dochters leren de klimmers 	ENTAILMENT	lexical_overlap	TEST
De dochters vangen de soldaten en de leerlingen 	De dochters vangen de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De mimespelers borstelen de vrouwen en de jongens 	De mimespelers borstelen de jongens 	ENTAILMENT	lexical_overlap	TEST
De klimmers en de dochters redden de leerlingen 	De klimmers redden de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De spelers en de jongens ontwijken de hardlopers 	De spelers ontwijken de hardlopers 	ENTAILMENT	lexical_overlap	TRAIL
De mannen en de fietsers borstelen de jongvolwassenen 	De mannen borstelen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De fietsers en de jongens schoppen de mimespelers 	De fietsers schoppen de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De soldaten en de dochters vangen de motorrijders 	De soldaten vangen de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De spelers en de motorrijders dragen de dochters 	De spelers dragen de dochters 	ENTAILMENT	lexical_overlap	TEST
De hardlopers en de fotografen worstelen de soldaten 	De hardlopers worstelen de soldaten 	ENTAILMENT	lexical_overlap	TEST
De leerlingen worstelen de spelers en de klimmers 	De leerlingen worstelen de klimmers 	ENTAILMENT	lexical_overlap	TEST
De dochters breken de jongvolwassenen en de soldaten 	De dochters breken de soldaten 	ENTAILMENT	lexical_overlap	TRAIL
De hardlopers en de spelers schoppen de boa's 	De hardlopers schoppen de boa's 	ENTAILMENT	lexical_overlap	TEST
De mannen studeren de jongvolwassenen en de mimespelers 	De mannen studeren de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De spelers verpletteren de soldaten en de boa's 	De spelers verpletteren de boa's 	ENTAILMENT	lexical_overlap	TEST
De fotografen tekenen de hardlopers en de vrouwen 	De fotografen tekenen de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De studenten schoppen de mannen en de leerlingen 	De studenten schoppen de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De boa's verlaten de klimmers en de dochters 	De boa's verlaten de dochters 	ENTAILMENT	lexical_overlap	TRAIL
De hardlopers en de vrouwen studeren de fietsers 	De hardlopers studeren de fietsers 	ENTAILMENT	lexical_overlap	TRAIL
De klimmers dragen de vrouwen en de motorrijders 	De klimmers dragen de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De leerlingen redden de mannen en de fietsers 	De leerlingen redden de fietsers 	ENTAILMENT	lexical_overlap	TRAIN
De hardlopers vangen de mimespelers en de fietsers 	De hardlopers vangen de fietsers 	ENTAILMENT	lexical_overlap	TEST
De mimespelers en de klimmers breken de hardlopers 	De mimespelers breken de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De klimmers snuffelen de motorrijders en de mannen 	De klimmers snuffelen de mannen 	ENTAILMENT	lexical_overlap	TRAIL
De hardlopers en de mimespelers gooien de spelers 	De hardlopers gooien de spelers 	ENTAILMENT	lexical_overlap	TEST
De mimespelers en de jongvolwassenen tekenen de motorrijders 	De mimespelers tekenen de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De spelers en de boa's duelleren de motorrijders 	De spelers duelleren de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De fietsers dragen de leerlingen en de jongvolwassenen 	De fietsers dragen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TRAIN
De motorrijders redden de vrouwen en de dochters 	De motorrijders redden de dochters 	ENTAILMENT	lexical_overlap	TRAIL
De leerlingen telefoneren de motorrijders en de boa's 	De leerlingen telefoneren de boa's 	ENTAILMENT	lexical_overlap	TEST
De studenten en de mannen schoppen de vrouwen 	De studenten schoppen de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De dochters redden de klimmers en de jongvolwassenen 	De dochters redden de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De motorrijders leren de spelers en de hardlopers 	De motorrijders leren de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De boa's en de jongens tekenen de dochters 	De boa's tekenen de dochters 	ENTAILMENT	lexical_overlap	TEST
De dochters en de boa's trekken de mannen 	De dochters trekken de mannen 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen en de fietsers trouwen de dochters 	De jongvolwassenen trouwen de dochters 	ENTAILMENT	lexical_overlap	TEST
De motorrijders en de hardlopers redden de fietsers 	De motorrijders redden de fietsers 	ENTAILMENT	lexical_overlap	TEST
De motorrijders telefoneren de dochters en de jongens 	De motorrijders telefoneren de jongens 	ENTAILMENT	lexical_overlap	TEST
De motorrijders en de jongens worstelen de soldaten 	De motorrijders worstelen de soldaten 	ENTAILMENT	lexical_overlap	TRAIL
De jongens en de vrouwen ontwijken de boa's 	De jongens ontwijken de boa's 	ENTAILMENT	lexical_overlap	TRAIL
De fietsers trouwen de mimespelers en de jongens 	De fietsers trouwen de jongens 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen en de hardlopers borstelen de leerlingen 	De jongvolwassenen borstelen de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De soldaten en de jongvolwassenen duelleren de hardlopers 	De soldaten duelleren de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De fietsers gooien de jongens en de leerlingen 	De fietsers gooien de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De vrouwen en de jongens worstelen de spelers 	De vrouwen worstelen de spelers 	ENTAILMENT	lexical_overlap	TEST
De fietsers en de vrouwen breken de spelers 	De fietsers breken de spelers 	ENTAILMENT	lexical_overlap	TRAIL
De boa's en de leerlingen duelleren de motorrijders 	De boa's duelleren de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De hardlopers trekken de motorrijders en de mimespelers 	De hardlopers trekken de mimespelers 	ENTAILMENT	lexical_overlap	TRAIL
De leerlingen vangen de mimespelers en de spelers 	De leerlingen vangen de spelers 	ENTAILMENT	lexical_overlap	TEST
De mannen en de dochters schoppen de jongvolwassenen 	De mannen schoppen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TRAIL
De boa's duelleren de vrouwen en de mimespelers 	De boa's duelleren de mimespelers 	ENTAILMENT	lexical_overlap	TRAIL
De boa's verlaten de mimespelers en de studenten 	De boa's verlaten de studenten 	ENTAILMENT	lexical_overlap	TRAIL
De dochters duelleren de fotografen en de boa's 	De dochters duelleren de boa's 	ENTAILMENT	lexical_overlap	TEST
De leerlingen voeren de fietsers en de spelers 	De leerlingen voeren de spelers 	ENTAILMENT	lexical_overlap	TEST
De studenten en de vrouwen dragen de dochters 	De studenten dragen de dochters 	ENTAILMENT	lexical_overlap	TEST
De klimmers leren de leerlingen en de vrouwen 	De klimmers leren de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De dochters verpletteren de hardlopers en de klimmers 	De dochters verpletteren de klimmers 	ENTAILMENT	lexical_overlap	TEST
De vrouwen duelleren de jongens en de studenten 	De vrouwen duelleren de studenten 	ENTAILMENT	lexical_overlap	TEST
De dochters en de mannen duelleren de fietsers 	De dochters duelleren de fietsers 	ENTAILMENT	lexical_overlap	TEST
De motorrijders en de mannen dragen de vrouwen 	De motorrijders dragen de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De fietsers zagen de spelers en de jongvolwassenen 	De fietsers zagen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De hardlopers en de studenten zagen de jongvolwassenen 	De hardlopers zagen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De boa's vangen de vrouwen en de motorrijders 	De boa's vangen de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De boa's leren de leerlingen en de jongens 	De boa's leren de jongens 	ENTAILMENT	lexical_overlap	TEST
De boa's en de klimmers verpletteren de jongens 	De boa's verpletteren de jongens 	ENTAILMENT	lexical_overlap	TEST
De leerlingen en de fietsers verlaten de spelers 	De leerlingen verlaten de spelers 	ENTAILMENT	lexical_overlap	TRAIL
De leerlingen tekenen de fietsers en de vrouwen 	De leerlingen tekenen de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De fotografen en de fietsers verpletteren de jongens 	De fotografen verpletteren de jongens 	ENTAILMENT	lexical_overlap	TRAIN
De jongens en de boa's dragen de klimmers 	De jongens dragen de klimmers 	ENTAILMENT	lexical_overlap	TEST
De studenten en de spelers borstelen de boa's 	De studenten borstelen de boa's 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen en de fietsers trekken de hardlopers 	De jongvolwassenen trekken de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De soldaten schoppen de mimespelers en de fietsers 	De soldaten schoppen de fietsers 	ENTAILMENT	lexical_overlap	TEST
De spelers en de mimespelers verpletteren de jongens 	De spelers verpletteren de jongens 	ENTAILMENT	lexical_overlap	TEST
De jongens en de mannen worstelen de motorrijders 	De jongens worstelen de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De fotografen en de jongens trekken de mannen 	De fotografen trekken de mannen 	ENTAILMENT	lexical_overlap	TEST
De mannen en de fietsers verpletteren de klimmers 	De mannen verpletteren de klimmers 	ENTAILMENT	lexical_overlap	TEST
De mimespelers borstelen de hardlopers en de jongvolwassenen 	De mimespelers borstelen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De spelers en de vrouwen dragen de mimespelers 	De spelers dragen de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De motorrijders trekken de jongvolwassenen en de vrouwen 	De motorrijders trekken de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De motorrijders knuffelen de spelers en de fotografen 	De motorrijders knuffelen de fotografen 	ENTAILMENT	lexical_overlap	TEST
De mimespelers ontwijken de motorrijders en de fietsers 	De mimespelers ontwijken de fietsers 	ENTAILMENT	lexical_overlap	TRAIN
De studenten en de boa's vangen de soldaten 	De studenten vangen de soldaten 	ENTAILMENT	lexical_overlap	TEST
De vrouwen en de motorrijders telefoneren de mimespelers 	De vrouwen telefoneren de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De soldaten en de studenten duelleren de spelers 	De soldaten duelleren de spelers 	ENTAILMENT	lexical_overlap	TEST
De mannen en de boa's dragen de hardlopers 	De mannen dragen de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De spelers en de mannen studeren de vrouwen 	De spelers studeren de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De goochelaar is getrokken door de motorrijders 	De motorrijders trokken de goochelaar 	ENTAILMENT	lexical_overlap	TEST
De tovenaar is gegoten door de hardlopers 	De hardlopers goten de tovenaar 	ENTAILMENT	lexical_overlap	TEST
De hardlopers zijn geholpen door de motorrijders 	De motorrijders holpen de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De boa's zijn gegeven door de fotografen 	De fotografen ven de boa's 	ENTAILMENT	lexical_overlap	TEST
De klimmers zijn getrokken door de mimespelers 	De mimespelers trokken de klimmers 	ENTAILMENT	lexical_overlap	TRAIN
De fietsers zijn gesneden door de studenten 	De studenten sneden de fietsers 	ENTAILMENT	lexical_overlap	TEST
De zanger is gescheiden door de fotografen 	De fotografen scheiden de zanger 	ENTAILMENT	lexical_overlap	TEST
De tovenaar is gescheiden door de dochters 	De dochters scheiden de tovenaar 	ENTAILMENT	lexical_overlap	TEST
De priester is gescheiden door de leerlingen 	De leerlingen scheiden de priester 	ENTAILMENT	lexical_overlap	TEST
De tiener is gesneden door de studenten 	De studenten sneden de tiener 	ENTAILMENT	lexical_overlap	TEST
De boa's zijn getrokken door de jongvolwassenen 	De jongvolwassenen trokken de boa's 	ENTAILMENT	lexical_overlap	TEST
De goochelaar is gegoten door de klimmers 	De klimmers goten de goochelaar 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen zijn gebeten door de vrouwen 	De vrouwen beten de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De interviewer is gesneden door de hardlopers 	De hardlopers sneden de interviewer 	ENTAILMENT	lexical_overlap	TEST
De studenten zijn gebeten door de fietsers 	De fietsers beten de studenten 	ENTAILMENT	lexical_overlap	TEST
De dochters zijn gescheiden door de fotografen 	De fotografen scheiden de dochters 	ENTAILMENT	lexical_overlap	TEST
De boa's zijn gegoten door de studenten 	De studenten goten de boa's 	ENTAILMENT	lexical_overlap	TEST
De zanger is gebeten door de vrouwen 	De vrouwen beten de zanger 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen zijn gegoten door de klimmers 	De klimmers goten de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De dochters zijn geholpen door de jongvolwassenen 	De jongvolwassenen holpen de dochters 	ENTAILMENT	lexical_overlap	TEST
De mimespelers zijn geslagen door de jongvolwassenen 	De jongvolwassenen slan de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De zanger is geholpen door de leerlingen 	De leerlingen holpen de zanger 	ENTAILMENT	lexical_overlap	TEST
De jongens zijn geholpen door de studenten 	De studenten holpen de jongens 	ENTAILMENT	lexical_overlap	TEST
De goochelaar is gesneden door de mimespelers 	De mimespelers sneden de goochelaar 	ENTAILMENT	lexical_overlap	TEST
De soldaten zijn gebeten door de boa's 	De boa's beten de soldaten 	ENTAILMENT	lexical_overlap	TEST
De autocoureur is geslagen door de studenten 	De studenten slan de autocoureur 	ENTAILMENT	lexical_overlap	TEST
De klimmers zijn gesneden door de spelers 	De spelers sneden de klimmers 	ENTAILMENT	lexical_overlap	TEST
De motorracer is gegoten door de jongens 	De jongens goten de motorracer 	ENTAILMENT	lexical_overlap	TEST
De jongens zijn geholpen door de fotografen 	De fotografen holpen de jongens 	ENTAILMENT	lexical_overlap	TEST
De mannen zijn geslagen door de studenten 	De studenten slan de mannen 	ENTAILMENT	lexical_overlap	TEST
De motorcrossrijder is gesneden door de fotografen 	De fotografen sneden de motorcrossrijder 	ENTAILMENT	lexical_overlap	TEST
De tiener is gescheiden door de jongens 	De jongens scheiden de tiener 	ENTAILMENT	lexical_overlap	TEST
De tovenaar is gegoten door de mannen 	De mannen goten de tovenaar 	ENTAILMENT	lexical_overlap	TRAIN
De motorracer is gegeven door de vrouwen 	De vrouwen ven de motorracer 	ENTAILMENT	lexical_overlap	TEST
De zanger is gegoten door de vrouwen 	De vrouwen goten de zanger 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen zijn gegeven door de fotografen 	De fotografen ven de jongvolwassenen 	ENTAILMENT	lexical_overlap	TRAIN
De jongvolwassenen zijn gesneden door de hardlopers 	De hardlopers sneden de jongvolwassenen 	ENTAILMENT	lexical_overlap	TRAIN
De dochters zijn gescheiden door de vrouwen 	De vrouwen scheiden de dochters 	ENTAILMENT	lexical_overlap	TEST
De mannen zijn gescheiden door de leerlingen 	De leerlingen scheiden de mannen 	ENTAILMENT	lexical_overlap	TRAIL
De goochelaar is getrokken door de jongens 	De jongens trokken de goochelaar 	ENTAILMENT	lexical_overlap	TEST
De motorrijders zijn gescheiden door de jongvolwassenen 	De jongvolwassenen scheiden de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De fotografen zijn gegoten door de mimespelers 	De mimespelers goten de fotografen 	ENTAILMENT	lexical_overlap	TEST
De motorracer is gegoten door de studenten 	De studenten goten de motorracer 	ENTAILMENT	lexical_overlap	TEST
De jongens zijn gescheiden door de motorrijders 	De motorrijders scheiden de jongens 	ENTAILMENT	lexical_overlap	TEST
De klimmers zijn geholpen door de mannen 	De mannen holpen de klimmers 	ENTAILMENT	lexical_overlap	TEST
De autocoureur is getrokken door de fietsers 	De fietsers trokken de autocoureur 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen zijn gescheiden door de fotografen 	De fotografen scheiden de jongvolwassenen 	ENTAILMENT	lexical_overlap	TRAIL
De priester is gegeven door de jongvolwassenen 	De jongvolwassenen ven de priester 	ENTAILMENT	lexical_overlap	TRAIN
De interviewer is gegeven door de motorrijders 	De motorrijders ven de interviewer 	ENTAILMENT	lexical_overlap	TEST
De autocoureur is gescheiden door de soldaten 	De soldaten scheiden de autocoureur 	ENTAILMENT	lexical_overlap	TRAIL
De hardlopers zijn gegeven door de jongens 	De jongens ven de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De vrouwen zijn gegeven door de studenten 	De studenten ven de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De priester is gesneden door de spelers 	De spelers sneden de priester 	ENTAILMENT	lexical_overlap	TRAIN
De fotografen zijn gebeten door de fietsers 	De fietsers beten de fotografen 	ENTAILMENT	lexical_overlap	TRAIN
De studenten zijn geslagen door de mannen 	De mannen slan de studenten 	ENTAILMENT	lexical_overlap	TEST
De gamer is gegeven door de mannen 	De mannen ven de gamer 	ENTAILMENT	lexical_overlap	TEST
De hardlopers zijn geholpen door de boa's 	De boa's holpen de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De klimmers zijn geslagen door de vrouwen 	De vrouwen slan de klimmers 	ENTAILMENT	lexical_overlap	TRAIN
De vrouwen zijn gebeten door de studenten 	De studenten beten de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De ruiter is gegoten door de vrouwen 	De vrouwen goten de ruiter 	ENTAILMENT	lexical_overlap	TEST
De gamer is getrokken door de fotografen 	De fotografen trokken de gamer 	ENTAILMENT	lexical_overlap	TEST
De vrouwen zijn geslagen door de mannen 	De mannen slan de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De jongens zijn gebeten door de vrouwen 	De vrouwen beten de jongens 	ENTAILMENT	lexical_overlap	TEST
De ruiter is gescheiden door de jongvolwassenen 	De jongvolwassenen scheiden de ruiter 	ENTAILMENT	lexical_overlap	TEST
De spelers zijn gesneden door de mannen 	De mannen sneden de spelers 	ENTAILMENT	lexical_overlap	TEST
De bruid is gebeten door de mannen 	De mannen beten de bruid 	ENTAILMENT	lexical_overlap	TEST
De klimmers zijn gescheiden door de soldaten 	De soldaten scheiden de klimmers 	ENTAILMENT	lexical_overlap	TEST
De klimmers zijn gebeten door de boa's 	De boa's beten de klimmers 	ENTAILMENT	lexical_overlap	TEST
De motorracer is gebeten door de fotografen 	De fotografen beten de motorracer 	ENTAILMENT	lexical_overlap	TEST
De bruid is geholpen door de dochters 	De dochters holpen de bruid 	ENTAILMENT	lexical_overlap	TEST
De tovenaar is gescheiden door de hardlopers 	De hardlopers scheiden de tovenaar 	ENTAILMENT	lexical_overlap	TEST
De zanger is gegeven door de motorrijders 	De motorrijders ven de zanger 	ENTAILMENT	lexical_overlap	TEST
De jongens zijn geholpen door de boa's 	De boa's holpen de jongens 	ENTAILMENT	lexical_overlap	TRAIN
De mannen zijn gesneden door de mimespelers 	De mimespelers sneden de mannen 	ENTAILMENT	lexical_overlap	TEST
De leerlingen zijn geholpen door de mimespelers 	De mimespelers holpen de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De ruiter is geslagen door de fietsers 	De fietsers slan de ruiter 	ENTAILMENT	lexical_overlap	TEST
De interviewer is gebeten door de mimespelers 	De mimespelers beten de interviewer 	ENTAILMENT	lexical_overlap	TEST
De klimmers zijn gebeten door de jongens 	De jongens beten de klimmers 	ENTAILMENT	lexical_overlap	TEST
De dochters zijn gegoten door de fietsers 	De fietsers goten de dochters 	ENTAILMENT	lexical_overlap	TEST
De hardlopers zijn gegeven door de studenten 	De studenten ven de hardlopers 	ENTAILMENT	lexical_overlap	TRAIN
De ruiter is getrokken door de studenten 	De studenten trokken de ruiter 	ENTAILMENT	lexical_overlap	TEST
De zanger is gescheiden door de mannen 	De mannen scheiden de zanger 	ENTAILMENT	lexical_overlap	TEST
De fotografen zijn gegeven door de jongvolwassenen 	De jongvolwassenen ven de fotografen 	ENTAILMENT	lexical_overlap	TEST
De tiener is gebeten door de spelers 	De spelers beten de tiener 	ENTAILMENT	lexical_overlap	TEST
De fietsers zijn gegeven door de vrouwen 	De vrouwen ven de fietsers 	ENTAILMENT	lexical_overlap	TEST
De interviewer is geholpen door de jongvolwassenen 	De jongvolwassenen holpen de interviewer 	ENTAILMENT	lexical_overlap	TEST
De goochelaar is gebeten door de klimmers 	De klimmers beten de goochelaar 	ENTAILMENT	lexical_overlap	TEST
De tiener is gescheiden door de dochters 	De dochters scheiden de tiener 	ENTAILMENT	lexical_overlap	TEST
De bruid is gegoten door de leerlingen 	De leerlingen goten de bruid 	ENTAILMENT	lexical_overlap	TEST
De mannen zijn getrokken door de soldaten 	De soldaten trokken de mannen 	ENTAILMENT	lexical_overlap	TEST
De tovenaar is gegoten door de mimespelers 	De mimespelers goten de tovenaar 	ENTAILMENT	lexical_overlap	TEST
De zanger is gebeten door de klimmers 	De klimmers beten de zanger 	ENTAILMENT	lexical_overlap	TEST
De gamer is geholpen door de studenten 	De studenten holpen de gamer 	ENTAILMENT	lexical_overlap	TRAIL
De studenten zijn geholpen door de hardlopers 	De hardlopers holpen de studenten 	ENTAILMENT	lexical_overlap	TEST
De dochters zijn geslagen door de jongens 	De jongens slan de dochters 	ENTAILMENT	lexical_overlap	TEST
De goochelaar is gesneden door de fietsers 	De fietsers sneden de goochelaar 	ENTAILMENT	lexical_overlap	TRAIN
De priester is gebeten door de klimmers 	De klimmers beten de priester 	ENTAILMENT	lexical_overlap	TEST
De ruiter is gegeven door de jongens 	De jongens ven de ruiter 	ENTAILMENT	lexical_overlap	TRAIN
De priester is gegeven door de fietsers 	De fietsers ven de priester 	ENTAILMENT	lexical_overlap	TRAIN
De dochters zijn gebeten door de boa's 	De boa's beten de dochters 	ENTAILMENT	lexical_overlap	TEST
Als de mimespelers verlaten , trouwen de fotografen 	De mimespelers verlaten 	NEUTRAL	constituent	TEST
Als de vrouwen tekenen , schoppen de fietsers 	De vrouwen tekenen 	NEUTRAL	constituent	TEST
Als de vrouwen tekenen , leren de boa's 	De vrouwen tekenen 	NEUTRAL	constituent	TRAIN
Als de motorrijders ontwijken , snuffelen de mimespelers 	De motorrijders ontwijken 	NEUTRAL	constituent	TEST
Als de dochters worstelen , ontwijken de hardlopers 	De dochters worstelen 	NEUTRAL	constituent	TEST
Als de fotografen dragen , borstelen de soldaten 	De fotografen dragen 	NEUTRAL	constituent	TEST
Als de soldaten leren , worstelen de boa's 	De soldaten leren 	NEUTRAL	constituent	TRAIN
Als de klimmers trekken , voeren de soldaten 	De klimmers trekken 	NEUTRAL	constituent	TEST
Als de leerlingen zagen , trouwen de mannen 	De leerlingen zagen 	NEUTRAL	constituent	TEST
Als de fietsers schoppen , knuffelen de jongens 	De fietsers schoppen 	NEUTRAL	constituent	TEST
Als de leerlingen knuffelen , trekken de mannen 	De leerlingen knuffelen 	NEUTRAL	constituent	TEST
Als de mimespelers tekenen , dragen de jongens 	De mimespelers tekenen 	NEUTRAL	constituent	TEST
Als de studenten breken , verpletteren de klimmers 	De studenten breken 	NEUTRAL	constituent	TEST
Als de spelers voeren , verlaten de jongens 	De spelers voeren 	NEUTRAL	constituent	TRAIL
Als de mimespelers borstelen , trekken de boa's 	De mimespelers borstelen 	NEUTRAL	constituent	TEST
Als de motorrijders borstelen , redden de soldaten 	De motorrijders borstelen 	NEUTRAL	constituent	TRAIL
